datetime,date,time,open,high,low,close,tickvol,vol,spread,bb_middle,bb_upper,bb_lower,bb_bandwidth,bb_position,kc_middle,kc_upper,kc_lower,kc_position,kc_width
2024-01-02 00:00:00,2024.01.02,00:00:00,1.10437,1.10451,1.10415,1.10449,93,0,11,,,,,,1.1043833333333335,,,,
2024-01-02 00:15:00,2024.01.02,00:15:00,1.1042,1.1045,1.1042,1.10426,77,0,13,,,,,,1.1043773015873017,,,,
2024-01-02 00:30:00,2024.01.02,00:30:00,1.10437,1.10437,1.10415,1.10428,69,0,12,,,,,,1.1043667649281936,,,,
2024-01-02 00:45:00,2024.01.02,00:45:00,1.10423,1.10441,1.10411,1.10439,136,0,11,,,,,,1.1043607238239213,,,,
2024-01-02 01:00:00,2024.01.02,01:00:00,1.10441,1.10447,1.1038,1.10382,508,0,3,,,,,,1.1043292263168811,,,,
2024-01-02 01:15:00,2024.01.02,01:15:00,1.10383,1.10384,1.10371,1.10377,407,0,3,,,,,,1.1042762841279719,,,,
2024-01-02 01:30:00,2024.01.02,01:30:00,1.10377,1.10385,1.1036,1.10366,676,0,3,,,,,,1.1042217173856252,,,,
2024-01-02 01:45:00,2024.01.02,01:45:00,1.10366,1.10373,1.10354,1.10364,616,0,3,,,,,,1.104165998269534,,,,
2024-01-02 02:00:00,2024.01.02,02:00:00,1.10364,1.1038,1.10362,1.1037,632,0,1,,,,,,1.1041222524025942,,,,
2024-01-02 02:15:00,2024.01.02,02:15:00,1.1037,1.10374,1.1034,1.10347,613,0,3,,,,,,1.104066482332506,,,,
2024-01-02 02:30:00,2024.01.02,02:30:00,1.10347,1.10359,1.10343,1.10356,507,0,3,,,,,,1.1040150713167118,1.104426071316712,1.1036040713167117,-0.05361474052501579,0.07445550530573446
2024-01-02 02:45:00,2024.01.02,02:45:00,1.10356,1.10384,1.10354,1.10381,624,0,3,,,,,,1.1039879216675013,1.1043989216675014,1.103576921667501,0.28355028284521655,0.07445733634103038
2024-01-02 03:00:00,2024.01.02,03:00:00,1.1038,1.10432,1.10374,1.10388,1334,0,3,,,,,,1.1039871672229773,1.1044521672229775,1.1035221672229771,0.38476642690614454,0.08424010963276743
2024-01-02 03:15:00,2024.01.02,03:15:00,1.10388,1.1043,1.10386,1.10394,1107,0,3,,,,,,1.1039915639953921,1.104477563995392,1.1035055639953921,0.4469506220244946,0.08804415103338868
2024-01-02 03:30:00,2024.01.02,03:30:00,1.10394,1.10398,1.10368,1.10382,1598,0,3,,,,,,1.1039758594878943,1.1044063594878943,1.1035453594878943,0.3189785274165896,0.0779908358140545
2024-01-02 03:45:00,2024.01.02,03:45:00,1.10383,1.10401,1.1034,1.10347,1040,0,3,,,,,,1.1039426030287298,1.10444510302873,1.1034401030287297,0.029748230119602315,0.09103734172799108
2024-01-02 04:00:00,2024.01.02,04:00:00,1.10348,1.10358,1.10312,1.10318,970,0,3,,,,,,1.1038807678196445,1.1044147678196445,1.1033467678196445,-0.1561496438618064,0.09674957940517015
2024-01-02 04:15:00,2024.01.02,04:15:00,1.10319,1.10321,1.10259,1.10262,1248,0,3,,,,,,1.1037784724717419,1.1043769724717418,1.103179972471742,-0.4678132596007091,0.10844567364313562
2024-01-02 04:30:00,2024.01.02,04:30:00,1.10263,1.10269,1.10218,1.10237,1737,0,3,,,,,,1.103648459220465,1.104296459220465,1.103000459220465,-0.486465447889594,0.1174286965357938
2024-01-02 04:45:00,2024.01.02,04:45:00,1.10234,1.10241,1.1018,1.10187,1565,0,3,1.1036,1.104893924263626,1.1023060757363738,0.0023449153019682264,-0.16850898798044492,1.10349400278677,1.10418250278677,1.1028055027867698,-0.6793774776832093,0.12478545388762423
2024-01-02 05:00:00,2024.01.02,05:00:00,1.10187,1.10236,1.10174,1.10223,1052,0,3,1.103487,1.1048435117028617,1.1021304882971386,0.0024585911802523295,0.0366792644145895,1.1033621929975537,1.1041196929975536,1.1026046929975537,-0.24732211059648657,0.13730758672128002
2024-01-02 05:15:00,2024.01.02,05:15:00,1.10222,1.10241,1.10204,1.10213,799,0,3,1.1033805,1.1048100240466676,1.1019509759533326,0.0025911714891961903,0.06261666149821439,1.1032508730295327,1.1040188730295328,1.1024828730295326,-0.2297350452685726,0.13922490682308186
2024-01-02 05:30:00,2024.01.02,05:30:00,1.10213,1.1023,1.10206,1.1023,605,0,3,1.1032815,1.1047223369095776,1.1018406630904225,0.0026119116645706925,0.15939934163410666,1.1031526946457677,1.1038696946457678,1.1024356946457676,-0.09462667068867167,0.1299910707701827
2024-01-02 05:45:00,2024.01.02,05:45:00,1.1023,1.10248,1.1023,1.10244,523,0,3,1.1031840000000002,1.1045746315112213,1.101793368488779,0.002521123423148081,0.2324956345384477,1.1030816443620437,1.1037596443620437,1.1024036443620437,0.026810942445681912,0.12292834414665127
2024-01-02 06:00:00,2024.01.02,06:00:00,1.10244,1.10249,1.10207,1.10218,644,0,3,1.103102,1.1045259606736146,1.1016780393263854,0.002581738902865937,0.17625510413160989,1.1030021226767697,1.1036981226767697,1.1023061226767696,-0.09060537124259821,0.12620102639711597
2024-01-02 06:15:00,2024.01.02,06:15:00,1.10219,1.10226,1.1019,1.10193,454,0,1,1.10301,1.1044862384631222,1.1015337615368779,0.002676745384216227,0.1342054393719616,1.1029095395646964,1.1035680395646963,1.1022510395646965,-0.24376580462906208,0.11941142521258749
2024-01-02 06:30:00,2024.01.02,06:30:00,1.10193,1.10204,1.10171,1.10175,848,0,3,1.1029145,1.1044558691965267,1.1013731308034733,0.002795083746793969,0.12225143637744867,1.102807043733138,1.1034460437331381,1.102168043733138,-0.3271077724084449,0.11588609333450797
2024-01-02 06:45:00,2024.01.02,06:45:00,1.10175,1.10212,1.10163,1.10209,1565,0,3,1.102837,1.1043805297211269,1.1012934702788733,0.002799198287918909,0.2580221521569647,1.1027251030601408,1.1033446030601408,1.1021056030601408,-0.012593268878782924,0.1123580116714199
2024-01-02 07:00:00,2024.01.02,07:00:00,1.10209,1.10253,1.10206,1.10249,1511,0,3,1.1027765,1.1042741551672537,1.1012788448327464,0.0027161535764565928,0.40435047857997447,1.1026903313401273,1.103303831340127,1.1020768313401275,0.3367307741423218,0.11127330721295443
2024-01-02 07:15:00,2024.01.02,07:15:00,1.10251,1.10283,1.10244,1.10265,1255,0,3,1.1027355,1.104199487363334,1.1012715126366661,0.002655192225758532,0.4707989282757635,1.102685537879163,1.1032660378791628,1.102105037879163,0.4693902849586543,0.10528840363978482
2024-01-02 07:30:00,2024.01.02,07:30:00,1.10265,1.10305,1.10262,1.103,962,0,3,1.1027075,1.1041281178233435,1.1012868821766564,0.0025765995485540327,0.6029481663518762,1.1027050104621,1.1032570104620998,1.1021530104621,0.7672006683878099,0.1001174375309249
2024-01-02 07:45:00,2024.01.02,07:45:00,1.10301,1.10335,1.10289,1.10331,1389,0,3,1.1026825,1.1040408648258115,1.1013241351741885,0.002463746048044711,0.7309762399895456,1.102750565021265,1.103316065021265,1.102185065021265,0.994637470145898,0.10256172482470532
2024-01-02 08:00:00,2024.01.02,08:00:00,1.10332,1.10342,1.10316,1.10319,1855,0,3,1.102648,1.103914926990794,1.1013810730092062,0.002297971774843636,0.7139034071964113,1.10279876517797,1.10336726517797,1.10223026517797,0.8440939507738527,0.10310131239732157
2024-01-02 08:15:00,2024.01.02,08:15:00,1.10319,1.10339,1.10297,1.1032,1532,0,1,1.102611,1.1037628315849124,1.1014591684150876,0.0020892800541848183,0.7556797398661158,1.1028357081768936,1.1034402081768935,1.1022312081768937,0.8013166444221999,0.1096264829870626
2024-01-02 08:30:00,2024.01.02,08:30:00,1.10321,1.10349,1.10309,1.10337,1208,0,1,1.1025885,1.1036597474037317,1.1015172525962682,0.0019431499670670748,0.8647616774974571,1.1028815137473482,1.1034830137473484,1.102280013747348,0.9060567353712605,0.10907790048205256
2024-01-02 08:45:00,2024.01.02,08:45:00,1.10338,1.10352,1.10266,1.10287,1707,0,1,1.1025585,1.1035607030732353,1.1015562969267647,0.0018179589985207788,0.6554076256194485,1.1028943854539501,1.10357088545395,1.1022178854539502,0.4819767524389383,0.12267720443993775
2024-01-02 09:00:00,2024.01.02,09:00:00,1.10286,1.10312,1.10243,1.10281,2481,0,1,1.10254,1.1035087311288496,1.1015712688711505,0.0017572716252463266,0.6393575533804939,1.1028841265218279,1.103614626521828,1.1021536265218277,0.4492631609666039,0.13247085209286155
2024-01-02 09:15:00,2024.01.02,09:15:00,1.10281,1.10377,1.10276,1.10372,2464,0,0,1.102595,1.1036920597066715,1.1014979402933285,0.0019899595167246547,1.0127341716948586,1.1029348446308602,1.1037433446308604,1.10212634463086,0.985562998849478,0.146608841662049
2024-01-02 09:30:00,2024.01.02,09:30:00,1.10371,1.10381,1.10299,1.10301,1836,0,0,1.102627,1.1037332386722594,1.1015207613277407,0.0020065510317801775,0.6731091172295565,1.102966764189826,1.103827764189826,1.102105764189826,0.5251079037015501,0.15612437798748
2024-01-02 09:45:00,2024.01.02,09:45:00,1.10301,1.10315,1.10151,1.10156,4188,0,0,1.1026115,1.1037673075099264,1.1014556924900738,0.0020964909397848228,0.04512321862874331,1.1028816755368267,1.103930175536827,1.1018331755368265,-0.1302696885199407,0.19013825748621188
2024-01-02 10:00:00,2024.01.02,10:00:00,1.10156,1.10389,1.10156,1.10324,4405,0,0,1.102662,1.1038348529319577,1.1014891470680424,0.0021273117817747953,0.7464077056256289,1.102883103263478,1.1042166032634781,1.101549603263478,0.6338195487521273,0.24182073259699333
2024-01-02 10:15:00,2024.01.02,10:15:00,1.10324,1.10342,1.10277,1.10289,2610,0,0,1.1027,1.1038504781614624,1.1015495218385376,0.0020866566817129032,0.5825743618455119,1.1028967759685435,1.1042587759685436,1.1015347759685434,0.4975124931925137,0.2469859427785528
2024-01-02 10:30:00,2024.01.02,10:30:00,1.10289,1.10331,1.1028,1.10293,2063,0,0,1.1027315,1.103870890626608,1.101592109373392,0.0020664878560337674,0.58710796603222,1.102907876669952,1.104307376669952,1.101508376669952,0.5079040121643152,0.25378366219045545
2024-01-02 10:45:00,2024.01.02,10:45:00,1.10293,1.10332,1.10254,1.10298,2015,0,0,1.1027584999999998,1.1038945682197832,1.1016224317802163,0.002060411630984307,0.5974853429323763,1.1029115709553534,1.1043650709553534,1.1014580709553534,0.5235394030432254,0.2635750749701465
2024-01-02 11:00:00,2024.01.02,11:00:00,1.10298,1.10365,1.1029,1.10352,2106,0,0,1.1028255000000002,1.1039751690828246,1.101675830917176,0.0020849519399475666,0.8020434359658015,1.1029539610230976,1.1044599610230976,1.1014479610230976,0.6879279471787636,0.2730848345842187
2024-01-02 11:15:00,2024.01.02,11:15:00,1.10352,1.1038,1.10331,1.10333,1749,0,0,1.1028955,1.1039875892820654,1.1018034107179346,0.001980403913272634,0.6989306218527092,1.1030040599732789,1.104454559973279,1.1015535599732789,0.6123543697762958,0.26300900470577787
2024-01-02 11:30:00,2024.01.02,11:30:00,1.10333,1.10351,1.1019,1.10197,2037,0,0,1.1029065,1.1039558097731377,1.1018571902268623,0.0019028082129131766,0.053754275441569487,1.1029522447377285,1.1045407447377285,1.1013637447377285,0.1908263337335315,0.2880451094013998
2024-01-02 11:45:00,2024.01.02,11:45:00,1.10197,1.102,1.10108,1.10152,2478,0,0,1.102878,1.104039440484916,1.101716559515084,0.0021061993890821385,-0.08461884945318998,1.1028171103182622,1.1043921103182623,1.1012421103182621,0.08821894658346068,0.2856321297999402
2024-01-02 12:00:00,2024.01.02,12:00:00,1.1015,1.10171,1.09971,1.10001,2709,0,0,1.102754,1.104457647850937,1.101050352149063,0.0030898057970080487,-0.30533074910141783,1.1025942109228721,1.104346210922872,1.1008422109228722,-0.23750311725805778,0.31779597292344763
2024-01-02 12:15:00,2024.01.02,12:15:00,1.10001,1.10057,1.09996,1.10039,2259,0,0,1.1026409999999998,1.104632701784907,1.1006492982150926,0.00361260244251239,-0.06509463842869356,1.1023763495651382,1.103973849565138,1.1007788495651383,-0.12170565419039556,0.28982842395523
2024-01-02 12:30:00,2024.01.02,12:30:00,1.10039,1.10103,1.10029,1.10097,1872,0,0,1.1025395,1.1046509779184264,1.1004280220815736,0.0038302082028378362,0.12834089186930395,1.102222728971633,1.103581728971633,1.1008637289716332,0.03909898026740573,0.24659262856388864
2024-01-02 12:45:00,2024.01.02,12:45:00,1.10097,1.10112,1.10028,1.10075,2489,0,0,1.1024115,1.1046283741506913,1.100194625849309,0.0040218632528618604,0.12526064019416852,1.1020792944663982,1.1034667944663983,1.100691794466398,0.02097496706371286,0.2517967639836466
2024-01-02 13:00:00,2024.01.02,13:00:00,1.10075,1.10077,1.09894,1.09895,3100,0,0,1.1021994999999998,1.1048471289392587,1.0995518710607408,0.0048042644535022236,-0.11366227567167665,1.1018387267394396,1.1034242267394396,1.1002532267394396,-0.4109828885018877,0.28779166343006074
2024-01-02 13:15:00,2024.01.02,13:15:00,1.09897,1.09922,1.09785,1.09805,4025,0,0,1.101942,1.1051024088343127,1.0987815911656873,0.005736071107758263,-0.11574312122919284,1.1015086892721913,1.1031826892721912,1.0998346892721913,-0.5330613118851197,0.3039467625273168
2024-01-02 13:30:00,2024.01.02,13:30:00,1.09805,1.09805,1.09704,1.0971,3278,0,0,1.1016285,1.1053535786568878,1.097903421343112,0.006762858181116176,-0.10783951388871964,1.101117068071665,1.1028300680716652,1.099404068071665,-0.6725242474211773,0.3111385791158378
2024-01-02 13:45:00,2024.01.02,13:45:00,1.0971,1.09731,1.09667,1.09693,2339,0,0,1.1013315000000001,1.1055303440075812,1.097132655992419,0.007625032077228484,-0.024132355483222127,1.100722109207697,1.1024576092076972,1.098986609207697,-0.59251201604635,0.3153384465492984
2024-01-02 14:00:00,2024.01.02,14:00:00,1.09693,1.09721,1.09677,1.09691,2506,0,0,1.1010364999999998,1.1055922580049864,1.096480741995013,0.008275398690209896,0.047111589829517485,1.1003641305529959,1.1019241305529959,1.0988041305529959,-0.6070931259601932,0.28354250319228724
