<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.12	04:00:00	1.09825	1.09854	1.09819	1.09837	1356	0	3
2024.01.12	04:15:00	1.09838	1.09842	1.09801	1.09813	1156	0	3
2024.01.12	04:30:00	1.09813	1.09825	1.09780	1.09787	817	0	3
2024.01.12	04:45:00	1.09787	1.09822	1.09785	1.09796	1174	0	3
2024.01.12	05:00:00	1.09795	1.09828	1.09793	1.09815	790	0	3
2024.01.12	05:15:00	1.09816	1.09822	1.09802	1.09818	449	0	0
2024.01.12	05:30:00	1.09814	1.09828	1.09769	1.09782	784	0	1
2024.01.12	05:45:00	1.09782	1.09792	1.09773	1.09776	391	0	3
2024.01.12	06:00:00	1.09775	1.09776	1.09740	1.09747	747	0	3
2024.01.12	06:15:00	1.09747	1.09755	1.09729	1.09748	626	0	3
2024.01.12	06:30:00	1.09748	1.09764	1.09734	1.09757	552	0	3
2024.01.12	06:45:00	1.09758	1.09774	1.09749	1.09755	741	0	3
2024.01.12	07:00:00	1.09755	1.09800	1.09752	1.09786	863	0	3
2024.01.12	07:15:00	1.09787	1.09802	1.09766	1.09770	847	0	3
2024.01.12	07:30:00	1.09770	1.09771	1.09751	1.09765	770	0	3
2024.01.12	07:45:00	1.09764	1.09774	1.09735	1.09754	957	0	3
2024.01.12	08:00:00	1.09755	1.09787	1.09727	1.09776	1148	0	3
2024.01.12	08:15:00	1.09776	1.09786	1.09769	1.09775	617	0	1
2024.01.12	08:30:00	1.09775	1.09778	1.09750	1.09751	714	0	1
2024.01.12	08:45:00	1.09751	1.09774	1.09736	1.09757	1079	0	1
2024.01.12	09:00:00	1.09758	1.09779	1.09655	1.09665	3493	0	1
2024.01.12	09:15:00	1.09665	1.09698	1.09656	1.09675	2410	0	0
2024.01.12	09:30:00	1.09675	1.09689	1.09609	1.09637	2408	0	0
2024.01.12	09:45:00	1.09637	1.09690	1.09622	1.09660	1871	0	0
2024.01.12	10:00:00	1.09662	1.09773	1.09650	1.09760	3061	0	0
2024.01.12	10:15:00	1.09760	1.09793	1.09718	1.09779	2489	0	0
2024.01.12	10:30:00	1.09778	1.09829	1.09700	1.09733	2321	0	0
2024.01.12	10:45:00	1.09732	1.09763	1.09686	1.09751	2214	0	0
2024.01.12	11:00:00	1.09752	1.09799	1.09736	1.09775	2289	0	0
2024.01.12	11:15:00	1.09775	1.09782	1.09682	1.09705	2162	0	0
2024.01.12	11:30:00	1.09705	1.09705	1.09657	1.09684	2189	0	0
2024.01.12	11:45:00	1.09684	1.09694	1.09610	1.09626	2125	0	0
2024.01.12	12:00:00	1.09625	1.09629	1.09571	1.09595	1906	0	0
2024.01.12	12:15:00	1.09596	1.09617	1.09567	1.09610	1431	0	0
2024.01.12	12:30:00	1.09611	1.09641	1.09591	1.09627	1452	0	0
2024.01.12	12:45:00	1.09627	1.09633	1.09569	1.09599	1778	0	0
2024.01.12	13:00:00	1.09599	1.09618	1.09572	1.09591	1670	0	0
2024.01.12	13:15:00	1.09591	1.09621	1.09514	1.09540	1749	0	0
2024.01.12	13:30:00	1.09540	1.09550	1.09488	1.09496	2010	0	0
2024.01.12	13:45:00	1.09497	1.09528	1.09465	1.09496	2110	0	0
2024.01.12	14:00:00	1.09496	1.09520	1.09453	1.09463	2989	0	0
2024.01.12	14:15:00	1.09463	1.09502	1.09412	1.09471	3417	0	0
2024.01.12	14:30:00	1.09471	1.09499	1.09416	1.09432	2899	0	0
2024.01.12	14:45:00	1.09432	1.09436	1.09368	1.09379	3369	0	0
2024.01.12	15:00:00	1.09380	1.09448	1.09358	1.09441	3922	0	0
2024.01.12	15:15:00	1.09442	1.09512	1.09424	1.09504	4006	0	0
2024.01.12	15:30:00	1.09502	1.09696	1.09502	1.09586	12382	0	0
2024.01.12	15:45:00	1.09588	1.09606	1.09445	1.09552	7873	0	0
2024.01.12	16:00:00	1.09552	1.09662	1.09526	1.09566	7104	0	0
2024.01.12	16:15:00	1.09566	1.09686	1.09560	1.09678	5194	0	0
2024.01.12	16:30:00	1.09678	1.09834	1.09678	1.09819	6378	0	0
2024.01.12	16:45:00	1.09819	1.09851	1.09734	1.09756	6835	0	0
2024.01.12	17:00:00	1.09757	1.09871	1.09712	1.09837	6322	0	0
2024.01.12	17:15:00	1.09837	1.09854	1.09776	1.09793	5350	0	0
2024.01.12	17:30:00	1.09793	1.09832	1.09709	1.09735	4393	0	0
2024.01.12	17:45:00	1.09735	1.09747	1.09622	1.09662	5914	0	0
2024.01.12	18:00:00	1.09663	1.09740	1.09658	1.09688	4206	0	0
2024.01.12	18:15:00	1.09688	1.09739	1.09661	1.09726	4042	0	0
2024.01.12	18:30:00	1.09726	1.09731	1.09612	1.09651	3555	0	0
2024.01.12	18:45:00	1.09650	1.09650	1.09581	1.09581	3121	0	0
2024.01.12	19:00:00	1.09580	1.09590	1.09519	1.09545	3878	0	1
2024.01.12	19:15:00	1.09545	1.09559	1.09501	1.09534	3342	0	1
2024.01.12	19:30:00	1.09534	1.09538	1.09479	1.09511	2768	0	1
2024.01.12	19:45:00	1.09511	1.09524	1.09468	1.09496	2549	0	1
2024.01.12	20:00:00	1.09496	1.09566	1.09489	1.09555	2480	0	1
2024.01.12	20:15:00	1.09555	1.09578	1.09538	1.09574	2167	0	1
2024.01.12	20:30:00	1.09574	1.09596	1.09551	1.09563	1764	0	1
2024.01.12	20:45:00	1.09563	1.09597	1.09554	1.09594	1409	0	1
2024.01.12	21:00:00	1.09592	1.09636	1.09587	1.09629	1559	0	1
2024.01.12	21:15:00	1.09629	1.09632	1.09598	1.09603	1577	0	1
2024.01.12	21:30:00	1.09604	1.09614	1.09547	1.09552	1673	0	1
2024.01.12	21:45:00	1.09552	1.09595	1.09536	1.09560	1452	0	1
2024.01.12	22:00:00	1.09559	1.09565	1.09530	1.09544	1870	0	1
2024.01.12	22:15:00	1.09543	1.09561	1.09520	1.09544	1789	0	1
2024.01.12	22:30:00	1.09544	1.09559	1.09529	1.09534	1210	0	1
2024.01.12	22:45:00	1.09534	1.09540	1.09502	1.09505	1526	0	1
2024.01.12	23:00:00	1.09507	1.09521	1.09488	1.09491	1060	0	2
2024.01.12	23:15:00	1.09491	1.09514	1.09481	1.09487	779	0	2
2024.01.12	23:30:00	1.09488	1.09489	1.09474	1.09483	952	0	3
2024.01.12	23:45:00	1.09482	1.09510	1.09482	1.09497	995	0	6
2024.01.15	00:00:00	1.09472	1.09477	1.09429	1.09464	162	0	28
2024.01.15	00:15:00	1.09464	1.09484	1.09451	1.09468	877	0	21
2024.01.15	00:30:00	1.09471	1.09500	1.09466	1.09479	299	0	11
2024.01.15	00:45:00	1.09479	1.09503	1.09474	1.09498	862	0	8
2024.01.15	01:00:00	1.09506	1.09506	1.09456	1.09478	754	0	2
2024.01.15	01:15:00	1.09478	1.09484	1.09464	1.09467	284	0	2
2024.01.15	01:30:00	1.09467	1.09478	1.09451	1.09467	445	0	3
2024.01.15	01:45:00	1.09467	1.09467	1.09438	1.09451	642	0	2
2024.01.15	02:00:00	1.09451	1.09454	1.09406	1.09429	1351	0	3
2024.01.15	02:15:00	1.09429	1.09472	1.09423	1.09459	1242	0	3
2024.01.15	02:30:00	1.09459	1.09501	1.09453	1.09492	1282	0	3
2024.01.15	02:45:00	1.09492	1.09540	1.09490	1.09536	2117	0	3
2024.01.15	03:00:00	1.09536	1.09556	1.09525	1.09535	992	0	3
2024.01.15	03:15:00	1.09534	1.09540	1.09492	1.09497	1511	0	3
2024.01.15	03:30:00	1.09497	1.09541	1.09495	1.09539	1484	0	3
2024.01.15	03:45:00	1.09539	1.09561	1.09531	1.09546	834	0	3
2024.01.15	04:00:00	1.09547	1.09601	1.09547	1.09597	1304	0	3
2024.01.15	04:15:00	1.09596	1.09646	1.09596	1.09629	1602	0	0
2024.01.15	04:30:00	1.09628	1.09634	1.09614	1.09627	817	0	3
2024.01.15	04:45:00	1.09628	1.09655	1.09615	1.09648	880	0	3
2024.01.15	05:00:00	1.09648	1.09675	1.09646	1.09662	924	0	3
2024.01.15	05:15:00	1.09662	1.09674	1.09648	1.09654	747	0	2
2024.01.15	05:30:00	1.09654	1.09660	1.09632	1.09654	901	0	3
2024.01.15	05:45:00	1.09654	1.09667	1.09635	1.09641	928	0	3
2024.01.15	06:00:00	1.09641	1.09645	1.09609	1.09611	895	0	3
2024.01.15	06:15:00	1.09612	1.09623	1.09587	1.09591	821	0	0
2024.01.15	06:30:00	1.09591	1.09615	1.09583	1.09608	671	0	3
2024.01.15	06:45:00	1.09608	1.09630	1.09605	1.09628	489	0	3
2024.01.15	07:00:00	1.09628	1.09640	1.09620	1.09632	658	0	3
2024.01.15	07:15:00	1.09632	1.09635	1.09606	1.09627	532	0	3
2024.01.15	07:30:00	1.09627	1.09655	1.09620	1.09647	702	0	0
2024.01.15	07:45:00	1.09647	1.09660	1.09629	1.09639	891	0	3
2024.01.15	08:00:00	1.09640	1.09658	1.09621	1.09657	898	0	3
2024.01.15	08:15:00	1.09657	1.09666	1.09634	1.09641	907	0	0
2024.01.15	08:30:00	1.09642	1.09662	1.09629	1.09659	844	0	1
2024.01.15	08:45:00	1.09659	1.09663	1.09631	1.09636	917	0	0
2024.01.15	09:00:00	1.09637	1.09664	1.09609	1.09642	2583	0	1
2024.01.15	09:15:00	1.09642	1.09643	1.09574	1.09601	2898	0	1
2024.01.15	09:30:00	1.09603	1.09624	1.09559	1.09582	1623	0	0
2024.01.15	09:45:00	1.09582	1.09588	1.09515	1.09535	1632	0	0
2024.01.15	10:00:00	1.09538	1.09642	1.09537	1.09628	2651	0	0
2024.01.15	10:15:00	1.09628	1.09651	1.09591	1.09623	1844	0	0
2024.01.15	10:30:00	1.09623	1.09629	1.09571	1.09601	2089	0	0
2024.01.15	10:45:00	1.09601	1.09608	1.09570	1.09581	1516	0	0
2024.01.15	11:00:00	1.09581	1.09590	1.09513	1.09550	2024	0	0
2024.01.15	11:15:00	1.09550	1.09555	1.09521	1.09539	1495	0	0
2024.01.15	11:30:00	1.09540	1.09560	1.09450	1.09455	1907	0	0
2024.01.15	11:45:00	1.09455	1.09486	1.09430	1.09467	2069	0	0
2024.01.15	12:00:00	1.09467	1.09467	1.09372	1.09386	2117	0	0
2024.01.15	12:15:00	1.09386	1.09386	1.09335	1.09354	2130	0	0
2024.01.15	12:30:00	1.09354	1.09387	1.09345	1.09362	1831	0	0
2024.01.15	12:45:00	1.09362	1.09419	1.09343	1.09401	1270	0	0
2024.01.15	13:00:00	1.09402	1.09426	1.09399	1.09425	1487	0	0
2024.01.15	13:15:00	1.09425	1.09465	1.09406	1.09464	1319	0	0
2024.01.15	13:30:00	1.09465	1.09490	1.09439	1.09462	1354	0	0
2024.01.15	13:45:00	1.09462	1.09472	1.09413	1.09455	1376	0	0
2024.01.15	14:00:00	1.09454	1.09553	1.09436	1.09546	2226	0	0
2024.01.15	14:15:00	1.09547	1.09569	1.09491	1.09505	3325	0	0
